gs1_ai_number,gs1_ai_regex,gs1_ai_format,gs1_ai_format_terms,gs1_ai_format_length_varies,gs1_ai_format_length_total_with_ai_and_fnc1,gs1_ai_format_length_min,gs1_ai_format_length_max,gs1_ai_term1_format,gs1_ai_term1_length_fixed,gs1_ai_term2_format,gs1_ai_term2_datatype,gs1_ai_term2_length_fixed,gs1_ai_term2_length_variable,gs1_ai_term3_format,gs1_ai_term3_datatype,gs1_ai_term3_length_fixed,gs1_ai_term3_length_variable,gs1_ai_FNC1_required,gs1_ai_description,gs1_ai_name,gs1_ai_note,gs1_ai_url
3133,^3133(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Depth, thickness, height, or third dimension, metres (variable measure trade item)",HEIGHT (m),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3133?lang=en
3134,^3134(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Depth, thickness, height, or third dimension, metres (variable measure trade item)",HEIGHT (m),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3134?lang=en
3135,^3135(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Depth, thickness, height, or third dimension, metres (variable measure trade item)",HEIGHT (m),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3135?lang=en
3140,^3140(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3140?lang=en
3141,^3141(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3141?lang=en
3142,^3142(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3142?lang=en
3143,^3143(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3143?lang=en
3144,^3144(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3144?lang=en
3145,^3145(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Area, square metres (variable measure trade item)",AREA (m^2),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3145?lang=en
3150,^3150(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3150?lang=en
3151,^3151(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3151?lang=en
3152,^3152(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3152?lang=en
3153,^3153(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3153?lang=en
3154,^3154(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3154?lang=en
3155,^3155(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, litres (variable measure trade item)",NET VOLUME (l),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3155?lang=en
3160,^3160(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3160?lang=en
3161,^3161(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3161?lang=en
3162,^3162(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3162?lang=en
3163,^3163(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3163?lang=en
3164,^3164(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3164?lang=en
3165,^3165(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net volume, cubic metres (variable measure trade item)",NET VOLUME (m^3),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3165?lang=en
3200,^3200(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3200?lang=en
3201,^3201(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3201?lang=en
3202,^3202(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3202?lang=en
3203,^3203(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3203?lang=en
3204,^3204(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3204?lang=en
3205,^3205(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Net weight, pounds (variable measure trade item)",NET WEIGHT (lb),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3205?lang=en
3210,^3210(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3210?lang=en
3211,^3211(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3211?lang=en
3212,^3212(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3212?lang=en
3213,^3213(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3213?lang=en
3214,^3214(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3214?lang=en
3215,^3215(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, inches (variable measure trade item)",LENGTH (in),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3215?lang=en
3220,^3220(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3220?lang=en
3221,^3221(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3221?lang=en
3222,^3222(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3222?lang=en
3223,^3223(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3223?lang=en
3224,^3224(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3224?lang=en
3225,^3225(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, feet (variable measure trade item)",LENGTH (ft),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3225?lang=en
3230,^3230(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, yards (variable measure trade item)",LENGTH (yd),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3230?lang=en
3231,^3231(\d{6})$,N4+N6,2,FALSE,10,6,6,N4,4,N6,N,6,,,,,,FALSE,"Length or first dimension, yards (variable measure trade item)",LENGTH (yd),"The fourth digit of this AI indicates the number of decimal places. For example if the fourth digit is 3 the decimal is in the 3rd position (nnn.nnn), if the fourth digit is 1 the decimal is in the 1st position (nnnnn.n). See GS1 General Specifications for full details.",https://www.gs1.org/standards/barcodes/application-identifiers/3231?lang=en
